Entry Name,Entry Type,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Web Link,Web Link
2012 VW Jetta - AKL Prox PTS P2S CA,Item,S0FDOT3431,,,,,,,,1.0,units,,,0.0,"Done by service mode. 
Cable SVG149. 
Relatively simple job.

before removing cluster

VVDI2 
Key learn 
4th Immo 
Cluster with 24C32
(Not Micronas)
Back up coding
Save file 
Diagnostics 
Diagnostics unit 
03 ABS 
Picture of screen / long code

Remove cluster 
Open cluster casing 
Cable SVG149 
Connect it to blue connector 
VVDI2 OBD to SVG149
Touch pogo pin point
(See image)
Turn on cluster 
(Use switch on SVG149)
Cluster must be silent  
Only “brake” light on 

If not silent - turn cluster off, retouch with pogo pin, turn cluster on. 
 
Now RELEASE the pogo pin

Key learn 
4th Immo 
Cluster with 24C32 
(Not Micronas) 
Read Immo data
Method 1
“Switch on...” ok
(Cluster completely dark)
Read it in a sec
(Cluster was opened before..)
Save Immo data. 
Flip CA in VVDI 
Make dealer key 
Method 1
Prepare normal key..
Next , yes
Ok
Key made ok and locked 
“Use reset instrument”...ok

Almost done!

Reinstall cluster back. 

Force ignition ON 

Proceed from here with VVDI2
Key learn
4th Immo 
Cluster with 24C32
(Not Micronas) 
Add key 
3rd option with Immo data 
Load immo data 
Next 
Key by coil (see image)
(Learning slot was a little apart on this car but it was fine) 
Car has keyless? Yes
Ok
Done
Test key & remote 
Repeat learning procedure if Prox ain’t working perfectly.",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_id52rpaeL3MKtslQUudATs8qKdVDphDVfVaNxmltoPw4zkwIyiC-cw==,https://lnk.sortly.co/v2/downloads/photo/v2_sxjBZiSuqU1_LSeXZkGOUB4iI4u8E2ZzLoxPNtJBUvl4NlpS3dCI8g==,,,,,,,,
2012 VW Jetta - Add 2 keys.,Item,S0FDOT3391,,,,,,,,1.0,units,,,0.0,"Flip key + 
Super chip pre-set as ID48.

We added by reading Immo data, can also clone.

KTP
Ignition on with working key 
Europe 
VW 
Select by type 
24C64
Read Immo data
(Immo data shows)
Continue 
Save, ok
Generate dealer key 
Key in KTP
Learn key 
Cycle each key to ON
Program remote with IM
Done",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2012 VW Jetta AKL,Item,S0FDOT9215,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta - AKL
Prox PTS P2S CA.
Done by service mode. 
Cable SVG149. i3008
Good to have force tool (I didn’t have here).
Relatively simple job.
Note: P2S button was by gear.
Coil on column. 

Remove cluster 
Open cluster casing 
Cable SVG149 
Connect it to blue connector 
VVDI2 OBD to SVG149
Touch pogo pin point
(See image)
Turn on cluster 
(Use switch on SVG149)
Cluster must be silent 
Only “brake” light on 
Now RELEASE the pogo pin

Key learn 
4th Immo 
Cluster with 24C32 
(Not Micronas) 
Read Immo data
Method 1
Read it in a sec
Cluster begun beeping
(It turned fully on too..)
Stopped beeping after 30sec
Save Immo data. 
Super chip in VVDI2
(Since no force tool)
Make dealer key 
Method 1
Prepare OEM key..
(Since no force tool)
Next , yes, ok
Key made ok and locked 
“Use reset instrument”...ok
Reset instrument 
Turn off SVG149 power.
Reinstall cluster back. 
Keep VVDI window open 

IGN ON with super chip in coil 

Proceed from here with VVDI2

Flip key in VVDI2 
Make dealer key 
Make normal key…
Sure? Yes
Key made ok and locked 
Add key, yes
3rd option with Immo data 
Load immo data 
Next 
Key by coil (see image)
Car has keyless? Yes
Ok
Observe 1-1
Done
Test key & remote 
Repeat learning procedure if Prox ain’t working perfectly.",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ei-AyrbDMmLhr4mqkPYNqpl-g2eejG-gLnvhi8ZjHgzLnjwQoWTuag==,https://lnk.sortly.co/v2/downloads/photo/v2_Eqh_0XBpQM_tC21tN4Qv5aJOpVddM_aFvH1wepzNK3X-wW6rgfGW7A==,,,,,,,,
2012 VW Jetta AKL Keyed,Item,S0FDOT8960,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta - AKL Keyed ignition. 
VVDI2 + SVG149 + Service mode. 

Remove cluster

Connect SVG149 to VVDI2
(Using VVDI2 OBD cable)
Ensure SVG149 switch is off
Provide 12V to SVG149
SVG149 blue plug to cluster 
Touch pogo pin (see image) 

VVDI2
Key learn 
4th Immo 
Cluster with NEC+24C64
Read Immo data 
METHOD 2
(Read in a second)
Save Immo data
ID48 in VVDI2 
Make dealer key 
Method 2
Prepare OEM key..
YES
Ok
Key made ok and locked 
Reset Instrument
Reinstall cluster
The car will start.",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_QtuOh0uK_pBJPqoXTU3z7ZundjrCwAqmyItCaW4SNm8M5VqZTeLG-Q==,https://lnk.sortly.co/v2/downloads/photo/v2_mOV1N4FIYHNf8R1OOgd0XMWyK-1K3IPt7r5ap8TKWqOooShfP-gkzA==,https://lnk.sortly.co/v2/downloads/photo/v2_Pdsd4OC_WeJsOVLkitHNG4QKccUh4XaCVTrviv9cbIZ1f34yWQsYUg==,https://lnk.sortly.co/v2/downloads/photo/v2_wUMzS6FbccZJ9BfCoHpeLbAdeWMdIbHxVEfCMeBTA6KqZ-gjUiQDkQ==,,,,,,
2012 VW Jetta AKL Keyed,Item,S0FDOT5400,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta - AKL. Keyed. 
Make flip key. 
Vag helper + VVDI2. 

Remote with IM100
VW
Manual 
USA
Passat 
10-12
1.4
Remote system",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2012 VW Jetta AKL Keyed (diesel),Item,S0FDOT10335,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta AKL Keyed (diesel)
Vin 3vwpl7aj5cm615387
Car shape was like old shape. See image
(Different lights shape)
Cluster was not like the standard one we see on 2011+
This one had written on chip:
D70F3427GD(A)
1111KX401 
JAPAN 
Looked like 2009 cluster 
Vvdi2 failed OBD and failed to do service mode. 

Done with im100 
Smart Selection > key learning. Proceed as usual.",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_aq5N81A0p39t2SQilKr0OnmI9Nb9mO915lSwixOPioYspbWqGbbt9w==,https://lnk.sortly.co/v2/downloads/photo/v2_PDY4kv62jE51xQMYr--XSMeeYN19-RrfGFN2Ce5QxjKF7ylfNAh5eQ==,https://lnk.sortly.co/v2/downloads/photo/v2_cCAMlyQittuNIfRa_S4A-WjtEBrX-SIwkYJZo10nF5ICaIWTT21J9g==,,,,,,,
2012 VW Jetta AKL P2S CA,Item,S0FDOT5483,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta - AKL
Prox PTS P2S CA.
Done by service mode. 
Cable SVG149. 
Relatively simple job.

before removing cluster

VVDI2 
Key learn 
4th Immo 
Cluster with 24C32
(Not Micronas)
Back up coding
Save file 
Diagnostics 
Diagnostics unit 
03 ABS 
Picture of screen / long code

Remove cluster 
Open cluster casing 
Cable SVG149 
Connect it to blue connector 
VVDI2 OBD to SVG149
Touch pogo pin point
(See image)
Turn on cluster 
(Use switch on SVG149)
Cluster must be silent 
Only “brake” light on 

If not silent - turn cluster off, retouch with pogo pin, turn cluster on. 
 
Now RELEASE the pogo pin

Key learn 
4th Immo 
Cluster with 24C32 
(Not Micronas) 
Read Immo data
Method 1
“Switch on...” ok
(Cluster completely dark)
Read it in a sec
(Cluster was opened before..)
Save Immo data. 
Flip CA in VVDI 
Make dealer key 
Method 1
Prepare normal key..
Next , yes
Ok
Key made ok and locked 
“Use reset instrument”...ok

Almost done!

Reinstall cluster back. 

Force ignition ON 

Proceed from here with VVDI2
Key learn
4th Immo 
Cluster with 24C32
(Not Micronas) 
Add key 
3rd option with Immo data 
Load immo data 
Next 
Key by coil (see image)
(Learning slot was a little apart on this car but it was fine) 
Car has keyless? Yes
Ok
Done
Test key & remote 
Repeat learning procedure if Prox ain’t working perfectly.",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_bxVDYir-x6FobHsGpyKcHs8oGGUx_JKXOiu0Xf8CuO6NPpUzlQQswQ==,https://lnk.sortly.co/v2/downloads/photo/v2_rn91I_NnkmOKI6Ge9wju7-7m2qdqIRM292afwnp9dF5EK75jLp4SlA==,,,,,,,,
2012 VW Jetta Add a Key Keyed,Item,S0FDOT5738,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta - Keyed ign.
add a key via clone with Mini key tool in a sec. Car doesn’t have to be present.",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2012 VW Jetta Door cylinder,Item,S0FDOT3581,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta Door cylinder - to get to the core drill out the pins on the sides, the housing will split in a half and open. There is a spring connected to the tailpiece don’t let it fly",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_no9bxS0J67FYJQCfu7xpSK8tFmRchkyuyjMTVhfiusYN2IUrVl989A==,,,,,,,,,
2012 VW Jetta ID48,Item,S0FDOT5843,,,,,,,,1.0,units,,,0.0,"2012 VW Jetta - clone ID48 in seconds with VVDI Key tool. 
No need sniffing.",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2012 VW Passat,Item,S0FDOT4098,,,,,,,,1.0,units,,,0.0,2012 VW Passat - how to Force Ignition on with shortening fuses in case you don’t have a force tool.,,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_zU4owvh90ldUjbxpJTqPYbfdV1wH2AXCFj4m4Mu_YwCSHFF7CscGlg==,,,,,,,,,
2012 VW Passat AKL Keyed,Item,S0FDOT8124,,,,,,,,1.0,units,,,0.0,"2012 VW Passat AKL Keyed
2x i3004 flips made.
VVDI2 + SVG149

Service mode job
Pop column too clamshell 

Pop silver plastic trims to free gain access to free the connection of top clamshell with cluster

Pull hard & free top clamshell from cluster. 

X2 T10 screws
Pull cluster out 
Open cluster casing 
Cable SVG149 
Connect it to blue connector 
VVDI2 OBD to SVG149
Touch pogo pin point
(See image)
Turn on cluster 
(Use switch on SVG149)
Cluster must be silent  
Only “brake” light on 

VVDI2
VW 
Key learn 
4th immobilaizer 
NEC+24C64 2013-
Read immo data 
Switch ign on… ok
The old KM…… next 
(will get stuck for around 5-10 minutes showing ""start security login....."")
Ok, ok, Save immo data 
Make dealer key
Prepare OEM key
1st flip in VVDI2 
Selected slot #1, next 
You sure? Yes, ok
Key make ok and locked 
Ok, ok
2nd flip in VVDI2
Selected slot #2, next 
You sure? Yes, ok
Key make ok and locked 
Ok, ok
Reset instrument 
(Cluster turns on)
Turn off SVG149 12V
Reinstall cluster

Remote: 
VVDI2 
Ign on 
Key learn 
Remote key adaptation 
BCM remote 
Learn remote control 
Next 
Follow prompts, press unlock 
Done

Side note:
I had one locked flip key. 
Chip was soldered on the board. I chopped it out with a cutter and placed a virgin ID48 glass chip instead. See images",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_j91C7dt8qFWPbMNqUJy3CoG1GMQ-N3eOQ_7jnuNZN0lWpCTwA64U4g==,https://lnk.sortly.co/v2/downloads/photo/v2_hKRT3hLLrWNb79Hqfhpgxr1xBfGf5XSW0JLnd6HzyqiVZkym-lfIZg==,https://lnk.sortly.co/v2/downloads/photo/v2_DZaS6M0u8fI1akuPkRTkEjAXg022JIHtpW2zT0gPPumH2L8Q3mvvgQ==,,,,,,,
2012 VW Passat AKL Slot Key,Item,S0FDOT5482,,,,,,,,1.0,units,,,0.0,"2012 VW Passat - AKL. 
WAS Slot key. 
Megamos 48. (There’s also ID46).
OEM slot key from Idan. 

IM100 failed via OBD. 

Remote programs separately with IM100
See steps for remote below after chip was programmed. 

Note: if key gets stuck in slot - don’t panic. Press the button on the stick shift till you hear a click - that’ll release it. 

Done via EEPROM with VVDI2 and VVDI Prog 8 leg out of circuit. 

You can read in circuit with clip but my VVProg clip was a bit too think so I removed the device. 

Next time try with IM100 clip + IM eeprom option, it can do it. So we have data base for tech to do. Just didn’t have time to explore now. 

Comfort module behind glove box. 

See images for eeprom. 

Once have eeprom
VVDI2 
Transponder programmer 
Immo data tool
Euro-VW-Passat 
Comfort ID48 93520
Load eeprom file 
(Wait 10-15 sec to decrypt)
Had only 1 key in memory

Only 1 umused slot was available to choose, choose it even if it already seem to have a key ID. 

Slot key in VVDI
Make dealer key 
Choose ID48
Re-write given dump
Re-install everything 

You may need to try and start a few times. 

Hint: To start you’ll need to insert the fob and immediately press it in while you press the brake. 

Remote learning:
Ignition on with working key 
IM100 
VW
Smart mode (needs WiFi)

(You can also do manual, USA, Passat(A3), 2013-2014/05, 1.4L petrol, yes, control Unit, remote system, Remote control add, done)

(Continue Smart mode)
Car info shown, Yes
48 key 
Ok, Escape 
Remote control add 
Remove remote from IGN
Press any button on it
Done",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_B-avPCzVmHq_kD1oiFFz0_OH2n1uOv42Q4j8uS-ClNPcwWaGfdDe4Q==,https://lnk.sortly.co/v2/downloads/photo/v2_-TccIFptH02ddge2abdfZlbaknbxmOoD9IaiO1EEOutBhfpOHXbWOA==,https://lnk.sortly.co/v2/downloads/photo/v2_Vu4Pui80nshby9NOua56zWiAICkBWF8TpZDvqCE5sTS5BgSDuoOa1w==,https://lnk.sortly.co/v2/downloads/photo/v2_7dDiS3RKfa9kcN66q7MLr2RDjEXR3An4Bu4g2lARWqnrRk_9_lZarw==,https://lnk.sortly.co/v2/downloads/photo/v2_GCUMozGOCf_rsp2FTPc368yFG8VYqLhFDbziAs9eY2NR82AQBWXung==,https://lnk.sortly.co/v2/downloads/photo/v2__ORDAiBFZRuelY6y6FCwu77ALxgUNxisVK4a_BzEPKzZbyMbPtlACQ==,https://lnk.sortly.co/v2/downloads/photo/v2_MflCTUkAKdTqh3H31s9YEXBDpvN47uYmMNRxuU3sMfQe6auEaVLfeg==,https://lnk.sortly.co/v2/downloads/photo/v2_xQrUbSJcjo0vbVD53hP7NUDBX4zquRg5QaUyGi0cUPF2ronlGQ9hbg==,,
2012 VW Passat AKL Slot Key,Item,S0FDOT8554,,,,,,,,1.0,units,,,0.0,"2012 VW Passat - AKL. 
WAS Slot key. 
Megamos 48. (There’s also ID46).
Slot key with super chip that I put inside. 

Remote programs separately with IM100
See steps for remote below after chip was programmed. 

Done via EEPROM in circuit with VVDI2 and VVDI Prog 8 leg with the high quality EEPROM clip 
Target Device: ST 95320. 

Next time try with IM100 clip + IM eeprom option, it can do it. So we have data base for tech to do. Just didn’t have time to explore now. 

Comfort module behind glove box. 

Prog:
EEPROM
ST 
M95320 (clip)
Read & save

VVDI2 
Transponder programmer 
Immo data tool
Euro-VW-Passat 
Comfort ID48 93520
Load eeprom file 
(Wait 10-15 sec to decrypt)
Had only 1 key in memory

We made super chip - select a used slot. 

Slot key in VVDI
Make dealer key 
Choose super chip 

You may need to try and start a few times. 

Hint: To start you’ll need to insert the fob and immediately press it in while you press the brake. 

Remote learning:
Ignition on with working key 
IM100 + WiFi 
VW
Smart selection 

(You can also do manual, USA, Passat(A3), 2013-2014/05, 1.4L petrol, yes, control Unit, remote system, Remote control add, done)

(Continue Smart mode)
Car info shown, Yes
48 key 
Ok, Escape 
Remote control add 
Remove remote from IGN
Press any button on it
Done",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_5A6n73wYFTXvFyDkCQe7WE6k-sm6V_2qStqXTCHUt-stIgNppMl-MQ==,https://lnk.sortly.co/v2/downloads/photo/v2_XjQF0egMQIR53UeTtmrTbdHKY860QAWoCiDvUWAAhojFm9zn2J6zTQ==,https://lnk.sortly.co/v2/downloads/photo/v2_gU-W6LGMcHnz_61-m7K-BdeiRZStKKfNUo3Q6K1dfW2YlYuM-rBKgQ==,https://lnk.sortly.co/v2/downloads/photo/v2_4mc_ZSUwt3N233aLLwWglg-DIy5ltVYMo6LIVYVD3-45dbVGlOyH6A==,,,,,,
2012 VW Tiguan Add a Key Keyed,Item,S0FDOT9044,,,,,,,,1.0,units,,,0.0,"2012 VW Tiguan Add a Key Keyed
Done with Im100 + wifi + cloner 

Working key in ignition ON position and new key to be learned inside cloner
Smart selection > OK > ESC
Key learning (will read immo data)
Do you want to generate dealer key YES 
Dealer key success next? NO 
Does car has keyless system NO
How many keys you want to add/learn x2 
Follow instructions. 

For remote function go back to the screen after ""smart selection"" and do ""add remote control""",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2012 VW Touareg Add a Key P2S,Item,S0FDOT5840,,,,,,,,1.0,units,,,0.0,"2012 VW Touareg - PTS. Add a key. Prox from Idan.
VVDI2 
Key learn 
5th immobilizer 
Ignition ON (on position springs) 
Read BCM2 Data OBD
Save file 
Working in VVDI (thin end first)
Make dealer key 
Touareg add key (2nd option)
Pls input working key... ok
Want save sync data? Yes
Press ok to load BCM data, ok

Load the 1st “BCM2 data” file that you read 

New key in VVDI (thin end first)
Ok
Writing takes about 45 seconds 
Dealer key made successful, ok
Ignition ON with original key 
Set # keys to learn to “2”
Key learning 

Ok to load “BCM2 data” we read in the very first step 

Ok, ignition already ON

Here is the standard VW step where each key need to be inserted to ON and we should see 1-1 , 2-2 etc.. HOWEVER it didn’t show show that on the dash and that’s FINE.

Just ensure each key makes a “click” when inserted to release steering lock, and turn cluster on. 

Press ok when done.
Test keys. 
Done.",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2012 Volkswagen Routan - AKL Fobik,Item,S0FDOT7377,,,,,,,,1.0,units,,,0.0,"2012 Volkswagen Routan - AKL Fobik
Uses standard Chrysler/Jeep/Dodge Fobik i621.
Y159 test, Y170 chip key, CY24 lishi.
Programming done with PPB (Josi).

In this case keys were learned, but car would still have security lights on.
A solution could be to attempt programming procedure 2-3 times until it goes off.
Can also try to program a different fobik, or a Y170 if previous solution doesn't work",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2013 2014 VW Passat Add a Key Keyed,Item,S0FDOT7874,,,,,,,,1.0,units,,,0.0,"2013 2014 VW Passat Add a Key Keyed 
Done with Im100 + wifi OBD
(MKT failed for Max)
Added a flip key provided by CX
Working key in ignition ON position
New key to be learned in cloner (XP200/XP400)
VW > Smart Mode > 2014 Passat YES > OK > ESC > Key learning > follow steps will read immo data first and then make dealer key. 
Do you want to prepare next dealer keys? No, if we are adding just 1 key.
Now it will relearn both keys so need to select 2 keys for the next step 
Is car has keyless ""NO""
Follow steps 

Remote function also IM100 ""add remote/remote learning""
Follow steps (may need to try few times)",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2013 Audi A4 - Add a key.,Item,S0FDOT4267,,,,,,,,1.0,units,,,0.0,"2013 Audi A4 - Add a key. 
No BCM disconnect required. 
Cust had a black “valet” slot key. 
No push button on the dash - you press on the slot key into the slot while pressing the brake paddle to start. 

VVDI2.
Audi 
Key learn 
5th immobilizer 
Read OBD data

Follow prompts using the working key 

Save file 
Make dealer key 
Load BCM data.
Dealer key make success. 
Set amount of key to learn (2)

Put the working key in slot first to be learned

Key learning 
Load the BCM data file again. 

Observe 1/2, 2/2 on the dash as you remove the first key and insert the second. 

Done.",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2013 Audi A4 AKL NCA (VVDI2),Item,S0FDOT6459,,,,,,,,1.0,units,,,0.0,"2013 Audi A4 - AKL. NCA. 
BCM2 is in trunk right side. 

Easy to open trunk, I picked driver door open, pressed unlock button on door panel, then go to trunk and simply open it. 

VV2
Key learn 
5th Immo 
Press brake & head light continuously
 
Read BCM data (OBDII)

It failed, said to disconnect BCM

Disconnect 4 standard wires in BCM2 module (For 3 seconds is enough).

Connect them back. 
Get back to car 
Hit Read BCM2 Data again. 
Follow prompts for headlight on + brakes.
Save Immo data file. 

Insert fob in VV2 (silver up)
Make dealer key 
Load Immo data file. 
Wait 1-2 minutes. 
“Dealer key make successful”. 

Insert fob in slot (silver out). 
Select amount of keys to learn. 
Press key learning. 
Load BCM2 Immo data file. 
Press brake + headlight on
Follow prompts & basically press ok to exit programming mode. 
Start the car.",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2013 Audi A4 AKL p2s slot key,Item,S0FDOT10538,,,,,,,,1.0,units,,,0.0,"2013 Audi A4 AKL p2s slot key 
Done with im100",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2013 Audi A5 - AKL P2s PTS CA,Item,S0FDOT7466,,,,,,,,1.0,units,,,0.0,"2013 Audi A5 - AKL P2s PTS CA
We made 2 keys
1 CA and 1 NCA. 
BCM2 in trunk right side. 
Was OBD job, not encrypted. 

VVDI2 OBD
Audi
Key learn 
5th Immo
Press brake & head lights
Read BCM data (OBDII)
Insert….. OK

Asks to disconnect BCM

Disconnect 4 plugs in BCM2 
Connect them back

Hit Read BCM2 Data again
(you may need to try 1-3 times)
headlights & brakes

Said some nonsense about fail/failure at the bottom, let it finish, it succeeded. 

Save Immo data file

Fob in VV2 (silver up)
Make dealer key 
“If you want…” NO 
Default 1st option is ok
Next, ok
Load Immo data, ok
Wait 1-2 minutes. 
“Dealer key make successful”
Ok
(Repeat if u make a 2nd key)

Insert fob in slot (silver out)
Select # of keys to learn
Press key learning
Load BCM2 Immo data
OK, brake & headlights

If fails (“can not get seed…”)
Simply retry key learning 
After all keys introduced in the slot - press OK to complete programming 
Start the car",,Data base,Audi Volkswagen,,,,https://lnk.sortly.co/v2/downloads/photo/v2_7L11S77lAZKDaJJNPNM4nnxiKVfHBZMPG0zTeaqs1r2Tt7Ab5_ZphA==,https://lnk.sortly.co/v2/downloads/photo/v2_LtcZDuRxy1i3NXdVGlfMKaFG7WKQvdbrPXIvOcNVVtQrQX662LyqcA==,https://lnk.sortly.co/v2/downloads/photo/v2_f4nfkYNgs5XL2ZmlOudeYLLH99XfpOQ6S2JBqElLn6PLlou04sX-dw==,,,,,,,
2013 Audi A6 AKL,Item,S0FDOT8799,,,,,,,,1.0,units,,,0.0,"2013 Audi A6 - AKL. 
This car didn’t have a slot. 

(If had slot could be completed by eeprom only with the new BCM2 adapters.)

CA key made with help from Jack from China to get Sync file. 

We only read data 1 from BMC2 by using the adapter. 

When uploading it, instead of asking for “Data 2” it’ll say this BCM is encrypted and prompt us to read D-flash and P-flash. 

We’ll send those to Jack to get a sync file (with cost). 

Then reinstall BCM2. Read immo data as usual & save.

Then use that immo data with the sync file to complete the precoding and learning.",,Data base,Audi Volkswagen,,,,,,,,,,,,,
2013 Audi A8 - AKL,Item,S0FDOT3867,,,,,,,,1.0,units,,,0.0,2013 Audi A8 - AKL involves removing and reading ELV. Though job.,,Data base,Audi Volkswagen,,,,,,,,,,,,,
